Files already downloaded and verified
Files already downloaded and verified
ConvNet(
  (conv1): Conv2d(3, 96, kernel_size=(3, 3), stride=(1, 1))
  (bn1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu1): ReLU()
  (conv_layers): Sequential(
    (0): Conv2d(96, 96, kernel_size=(3, 3), stride=(1, 1))
    (1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Conv2d(96, 192, kernel_size=(3, 3), stride=(2, 2))
    (4): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (5): ReLU()
    (6): Conv2d(192, 192, kernel_size=(3, 3), stride=(1, 1))
    (7): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (8): ReLU()
    (9): Conv2d(192, 384, kernel_size=(3, 3), stride=(2, 2))
    (10): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (11): ReLU()
    (12): Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1))
    (13): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (14): ReLU()
    (15): Conv2d(384, 768, kernel_size=(3, 3), stride=(2, 2))
    (16): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (17): ReLU()
  )
  (conv2): Conv2d(768, 768, kernel_size=(3, 3), stride=(1, 1))
  (bn2): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu2): ReLU()
  (final_conv1): Conv2d(768, 768, kernel_size=(1, 1), stride=(1, 1))
  (final_bn1): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu_final1): ReLU()
  (final_conv2): Conv2d(768, 10, kernel_size=(1, 1), stride=(1, 1))
  (avgpool): AdaptiveAvgPool2d(output_size=(1, 1))
)
Epoch [1/170], Loss: 1.3189, Train Accuracy: 0.5237, Test Accuracy: 0.6222
Epoch [121/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8206
Epoch [122/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8201
Epoch [123/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8221
Epoch [124/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8185
Epoch [125/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8204
Epoch [126/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8222
Epoch [127/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8208
Epoch [128/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8209
Epoch [129/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8215
Epoch [130/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8219
Epoch [131/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8206
Epoch [132/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8214
Epoch [133/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8211
Epoch [134/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8194
Epoch [135/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8220
Epoch [136/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8217
Epoch [137/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8212
Epoch [138/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8208
Epoch [139/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8205
Epoch [140/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8207
Epoch [141/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8205
Epoch [142/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8209
Epoch [143/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8217
Epoch [144/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8216
Epoch [145/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8212
Epoch [146/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8202
Epoch [147/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8228
Epoch [148/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8211
Epoch [149/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8222
Epoch [150/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8220
Epoch [151/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8203
Epoch [152/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8223
Epoch [153/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8222
Epoch [154/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8215
Epoch [155/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8214
Epoch [156/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8213
Epoch [157/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8218
Epoch [158/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8207
Epoch [159/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8204
Epoch [160/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8216
Epoch [161/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8217
Epoch [162/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8227
Epoch [163/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8215
Epoch [164/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8210
Epoch [165/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8211
Epoch [166/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8224
Epoch [167/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8217
Epoch [168/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8217
Epoch [169/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8219
Epoch [170/170], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8224
