Files already downloaded and verified
Files already downloaded and verified
ConvNet(
  (conv1): Conv2d(3, 96, kernel_size=(3, 3), stride=(1, 1))
  (bn1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu1): ReLU()
  (conv_layers): Sequential(
    (0): Conv2d(96, 96, kernel_size=(3, 3), stride=(1, 1))
    (1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Conv2d(96, 192, kernel_size=(3, 3), stride=(2, 2))
    (4): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (5): ReLU()
    (6): Conv2d(192, 192, kernel_size=(3, 3), stride=(1, 1))
    (7): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (8): ReLU()
    (9): Conv2d(192, 384, kernel_size=(3, 3), stride=(2, 2))
    (10): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (11): ReLU()
    (12): Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1))
    (13): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (14): ReLU()
    (15): Conv2d(384, 768, kernel_size=(3, 3), stride=(2, 2))
    (16): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (17): ReLU()
  )
  (conv2): Conv2d(768, 768, kernel_size=(3, 3), stride=(1, 1))
  (bn2): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu2): ReLU()
  (final_conv1): Conv2d(768, 768, kernel_size=(1, 1), stride=(1, 1))
  (final_bn1): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu_final1): ReLU()
  (final_conv2): Conv2d(768, 10, kernel_size=(1, 1), stride=(1, 1))
  (avgpool): AdaptiveAvgPool2d(output_size=(1, 1))
)
Epoch [1/150], Loss: 1.3183, Train Accuracy: 0.5202, Test Accuracy: 0.5737
Epoch [84/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8189
Epoch [85/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8189
Epoch [86/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8162
Epoch [87/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8178
Epoch [88/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8173
Epoch [89/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8175
Epoch [90/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8184
Epoch [91/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8187
Epoch [92/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8179
Epoch [93/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8166
Epoch [94/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8183
Epoch [95/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [96/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8188
Epoch [97/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8190
Epoch [98/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8196
Epoch [99/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8198
Epoch [100/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8176
Epoch [101/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8181
Epoch [102/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8177
Epoch [103/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8186
Epoch [104/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8184
Epoch [105/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8181
Epoch [106/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8189
Epoch [107/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8184
Epoch [108/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8188
Epoch [109/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [110/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8192
Epoch [111/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8198
Epoch [112/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8197
Epoch [113/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [114/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8204
Epoch [115/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8199
Epoch [116/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8196
Epoch [117/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8207
Epoch [118/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8186
Epoch [119/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8181
Epoch [120/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8192
Epoch [121/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8191
Epoch [122/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8189
Epoch [123/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8200
Epoch [124/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8201
Epoch [125/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8195
Epoch [126/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8187
Epoch [127/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8189
Epoch [128/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8192
Epoch [129/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8201
Epoch [130/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8187
Epoch [131/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8198
Epoch [132/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8188
Epoch [133/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [134/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8191
Epoch [135/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8199
Epoch [136/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8201
Epoch [137/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8185
Epoch [138/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8198
Epoch [139/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [140/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8188
Epoch [141/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8184
Epoch [142/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8196
Epoch [143/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8196
Epoch [144/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8181
Epoch [145/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8192
Epoch [146/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8187
Epoch [147/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8172
Epoch [148/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8196
Epoch [149/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [150/150], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8198
