Files already downloaded and verified
Files already downloaded and verified
ConvNet(
  (conv1): Conv2d(3, 96, kernel_size=(3, 3), stride=(1, 1))
  (bn1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu1): ReLU()
  (conv_layers): Sequential(
    (0): Conv2d(96, 96, kernel_size=(3, 3), stride=(1, 1))
    (1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Conv2d(96, 192, kernel_size=(3, 3), stride=(2, 2))
    (4): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (5): ReLU()
    (6): Conv2d(192, 192, kernel_size=(3, 3), stride=(1, 1))
    (7): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (8): ReLU()
    (9): Conv2d(192, 384, kernel_size=(3, 3), stride=(2, 2))
    (10): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (11): ReLU()
    (12): Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1))
    (13): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (14): ReLU()
    (15): Conv2d(384, 768, kernel_size=(3, 3), stride=(2, 2))
    (16): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (17): ReLU()
  )
  (conv2): Conv2d(768, 768, kernel_size=(3, 3), stride=(1, 1))
  (bn2): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu2): ReLU()
  (final_conv1): Conv2d(768, 768, kernel_size=(1, 1), stride=(1, 1))
  (final_bn1): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu_final1): ReLU()
  (final_conv2): Conv2d(768, 10, kernel_size=(1, 1), stride=(1, 1))
  (avgpool): AdaptiveAvgPool2d(output_size=(1, 1))
)
Epoch [1/147], Loss: 1.3534, Train Accuracy: 0.5102, Test Accuracy: 0.6347
Epoch [48/147], Loss: 0.1605, Train Accuracy: 0.9463, Test Accuracy: 0.7715
Epoch [49/147], Loss: 0.0607, Train Accuracy: 0.9798, Test Accuracy: 0.7862
Epoch [50/147], Loss: 0.0242, Train Accuracy: 0.9921, Test Accuracy: 0.7934
Epoch [51/147], Loss: 0.0202, Train Accuracy: 0.9936, Test Accuracy: 0.7918
Epoch [52/147], Loss: 0.0177, Train Accuracy: 0.9942, Test Accuracy: 0.7858
Epoch [53/147], Loss: 0.0150, Train Accuracy: 0.9955, Test Accuracy: 0.7979
Epoch [54/147], Loss: 0.0216, Train Accuracy: 0.9926, Test Accuracy: 0.7754
Epoch [55/147], Loss: 0.0242, Train Accuracy: 0.9915, Test Accuracy: 0.7845
Epoch [56/147], Loss: 0.0252, Train Accuracy: 0.9914, Test Accuracy: 0.7868
Epoch [57/147], Loss: 0.0218, Train Accuracy: 0.9926, Test Accuracy: 0.7882
Epoch [58/147], Loss: 0.0161, Train Accuracy: 0.9944, Test Accuracy: 0.7939
Epoch [59/147], Loss: 0.0096, Train Accuracy: 0.9971, Test Accuracy: 0.7923
Epoch [60/147], Loss: 0.0048, Train Accuracy: 0.9987, Test Accuracy: 0.8063
Epoch [61/147], Loss: 0.0019, Train Accuracy: 0.9996, Test Accuracy: 0.8083
Epoch [62/147], Loss: 0.0007, Train Accuracy: 0.9999, Test Accuracy: 0.8089
Epoch [63/147], Loss: 0.0003, Train Accuracy: 1.0000, Test Accuracy: 0.8130
Epoch [64/147], Loss: 0.0002, Train Accuracy: 1.0000, Test Accuracy: 0.8140
Epoch [65/147], Loss: 0.0003, Train Accuracy: 0.9999, Test Accuracy: 0.8146
Epoch [66/147], Loss: 0.0002, Train Accuracy: 1.0000, Test Accuracy: 0.8127
Epoch [67/147], Loss: 0.0002, Train Accuracy: 1.0000, Test Accuracy: 0.8133
Epoch [68/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8151
Epoch [69/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8162
Epoch [70/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8138
Epoch [71/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8162
Epoch [72/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8145
Epoch [73/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8159
Epoch [74/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8149
Epoch [75/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8148
Epoch [76/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8173
Epoch [77/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8158
Epoch [78/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8171
Epoch [79/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8159
Epoch [80/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8166
Epoch [81/147], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8170
Epoch [82/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8181
Epoch [83/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8168
Epoch [84/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8171
Epoch [85/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8182
Epoch [86/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8170
Epoch [87/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8175
Epoch [88/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8173
Epoch [89/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8174
Epoch [90/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8174
Epoch [91/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8174
Epoch [92/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8176
Epoch [93/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8175
Epoch [94/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8171
Epoch [95/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8165
Epoch [96/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8178
Epoch [97/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8172
Epoch [98/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8176
Epoch [99/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8167
Epoch [100/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8183
Epoch [101/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8178
Epoch [102/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8188
Epoch [103/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8182
Epoch [104/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8173
Epoch [105/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8178
Epoch [106/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8172
Epoch [107/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8183
Epoch [108/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8179
Epoch [109/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8176
Epoch [110/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8171
Epoch [111/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8184
Epoch [112/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8181
Epoch [113/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [114/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8182
Epoch [115/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8179
Epoch [116/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8176
Epoch [117/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [118/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8173
Epoch [119/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8177
Epoch [120/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8190
Epoch [121/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8193
Epoch [122/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8173
Epoch [123/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8190
Epoch [124/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8178
Epoch [125/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8173
Epoch [126/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8178
Epoch [127/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8183
Epoch [128/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8187
Epoch [129/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8188
Epoch [130/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8182
Epoch [131/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8176
Epoch [132/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8177
Epoch [133/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8178
Epoch [134/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8171
Epoch [135/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8175
Epoch [136/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8180
Epoch [137/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8181
Epoch [138/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8159
Epoch [139/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8187
Epoch [140/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8189
Epoch [141/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8183
Epoch [142/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8181
Epoch [143/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8198
Epoch [144/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8188
Epoch [145/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8171
Epoch [146/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8185
Epoch [147/147], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8179
