Files already downloaded and verified
Files already downloaded and verified
ConvNet(
  (conv1): Conv2d(3, 96, kernel_size=(3, 3), stride=(1, 1))
  (bn1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu1): ReLU()
  (conv_layers): Sequential(
    (0): Conv2d(96, 96, kernel_size=(3, 3), stride=(1, 1))
    (1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Conv2d(96, 192, kernel_size=(3, 3), stride=(2, 2))
    (4): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (5): ReLU()
    (6): Conv2d(192, 192, kernel_size=(3, 3), stride=(1, 1))
    (7): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (8): ReLU()
    (9): Conv2d(192, 384, kernel_size=(3, 3), stride=(2, 2))
    (10): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (11): ReLU()
    (12): Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1))
    (13): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (14): ReLU()
    (15): Conv2d(384, 768, kernel_size=(3, 3), stride=(2, 2))
    (16): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (17): ReLU()
  )
  (conv2): Conv2d(768, 768, kernel_size=(3, 3), stride=(1, 1))
  (bn2): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu2): ReLU()
  (final_conv1): Conv2d(768, 768, kernel_size=(1, 1), stride=(1, 1))
  (final_bn1): BatchNorm2d(768, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu_final1): ReLU()
  (final_conv2): Conv2d(768, 10, kernel_size=(1, 1), stride=(1, 1))
  (avgpool): AdaptiveAvgPool2d(output_size=(1, 1))
)
Epoch [1/190], Loss: 1.3424, Train Accuracy: 0.5138, Test Accuracy: 0.6101
Epoch [23/190], Loss: 0.0002, Train Accuracy: 1.0000, Test Accuracy: 0.8211
Epoch [24/190], Loss: 0.0002, Train Accuracy: 1.0000, Test Accuracy: 0.8219
Epoch [25/190], Loss: 0.0002, Train Accuracy: 1.0000, Test Accuracy: 0.8221
Epoch [26/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8233
Epoch [27/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8227
Epoch [28/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8233
Epoch [29/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8232
Epoch [30/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8230
Epoch [31/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8234
Epoch [32/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8252
Epoch [33/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8218
Epoch [34/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8241
Epoch [35/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8240
Epoch [36/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8236
Epoch [37/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8241
Epoch [38/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8238
Epoch [39/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8222
Epoch [40/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8218
Epoch [41/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8227
Epoch [42/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8238
Epoch [43/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8228
Epoch [44/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [45/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8264
Epoch [46/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8235
Epoch [47/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8251
Epoch [48/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [49/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8243
Epoch [50/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8259
Epoch [51/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8256
Epoch [52/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8257
Epoch [53/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8235
Epoch [54/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8255
Epoch [55/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8243
Epoch [56/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8251
Epoch [57/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8239
Epoch [58/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8251
Epoch [59/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8259
Epoch [60/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [61/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8240
Epoch [62/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8252
Epoch [63/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8245
Epoch [64/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8255
Epoch [65/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8260
Epoch [66/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8244
Epoch [67/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [68/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8252
Epoch [69/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8257
Epoch [70/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8243
Epoch [71/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8229
Epoch [72/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8252
Epoch [73/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8251
Epoch [74/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8257
Epoch [75/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8260
Epoch [76/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8248
Epoch [77/190], Loss: 0.0002, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [78/190], Loss: 0.0011, Train Accuracy: 0.9997, Test Accuracy: 0.8161
Epoch [79/190], Loss: 0.0013, Train Accuracy: 0.9996, Test Accuracy: 0.8139
Epoch [80/190], Loss: 0.0002, Train Accuracy: 1.0000, Test Accuracy: 0.8188
Epoch [81/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8199
Epoch [82/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8212
Epoch [83/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8224
Epoch [84/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8205
Epoch [85/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8205
Epoch [86/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8219
Epoch [87/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8230
Epoch [88/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8213
Epoch [89/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8225
Epoch [90/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8226
Epoch [91/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8216
Epoch [92/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8230
Epoch [93/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8219
Epoch [94/190], Loss: 0.0001, Train Accuracy: 1.0000, Test Accuracy: 0.8199
Epoch [95/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8226
Epoch [96/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8227
Epoch [97/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8241
Epoch [98/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8232
Epoch [99/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8237
Epoch [100/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8238
Epoch [101/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8232
Epoch [102/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8227
Epoch [103/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8234
Epoch [104/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8243
Epoch [105/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8229
Epoch [106/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8239
Epoch [107/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8247
Epoch [108/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8244
Epoch [109/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8242
Epoch [110/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8251
Epoch [111/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8235
Epoch [112/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8235
Epoch [113/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8228
Epoch [114/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8245
Epoch [115/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8241
Epoch [116/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8247
Epoch [117/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8247
Epoch [118/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8236
Epoch [119/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8247
Epoch [120/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8241
Epoch [121/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8247
Epoch [122/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8234
Epoch [123/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8253
Epoch [124/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8243
Epoch [125/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8244
Epoch [126/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [127/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8247
Epoch [128/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8239
Epoch [129/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [130/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8228
Epoch [131/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8248
Epoch [132/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [133/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [134/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8250
Epoch [135/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8247
Epoch [136/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8250
Epoch [137/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8242
Epoch [138/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8248
Epoch [139/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [140/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8258
Epoch [141/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8241
Epoch [142/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8242
Epoch [143/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8242
Epoch [144/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8232
Epoch [145/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8237
Epoch [146/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8242
Epoch [147/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8250
Epoch [148/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [149/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8250
Epoch [150/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8238
Epoch [151/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8240
Epoch [152/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8241
Epoch [153/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [154/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8245
Epoch [155/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [156/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8248
Epoch [157/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8245
Epoch [158/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8245
Epoch [159/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8252
Epoch [160/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8240
Epoch [161/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8254
Epoch [162/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8243
Epoch [163/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8247
Epoch [164/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [165/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8250
Epoch [166/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8255
Epoch [167/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8251
Epoch [168/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [169/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8244
Epoch [170/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8253
Epoch [171/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8265
Epoch [172/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8252
Epoch [173/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8258
Epoch [174/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8251
Epoch [175/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8250
Epoch [176/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8244
Epoch [177/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8245
Epoch [178/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8249
Epoch [179/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [180/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8257
Epoch [181/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8240
Epoch [182/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8245
Epoch [183/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8250
Epoch [184/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8232
Epoch [185/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8250
Epoch [186/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8246
Epoch [187/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8251
Epoch [188/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8238
Epoch [189/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8256
Epoch [190/190], Loss: 0.0000, Train Accuracy: 1.0000, Test Accuracy: 0.8230
